,DATE,TIMING,PEDESTRIANS,BICYCLISTS,CARS,BUSES,TRUCKS
5795,2019-11-01,04:45:00,0,0,3,1,1
5796,2019-11-01,05:00:00,0,0,5,0,0
5797,2019-11-01,05:15:00,0,0,3,0,0
5798,2019-11-01,05:30:00,1,0,3,0,0
5799,2019-11-01,05:45:00,1,0,10,0,4
5800,2019-11-01,06:00:00,0,0,9,1,0
5801,2019-11-01,06:15:00,0,0,5,0,4
5802,2019-11-01,06:30:00,3,0,12,1,4
5803,2019-11-01,06:45:00,9,0,11,1,4
5804,2019-11-01,07:00:00,7,0,21,2,7
5805,2019-11-01,07:15:00,19,0,40,2,4
5806,2019-11-01,07:30:00,46,2,58,4,15
5807,2019-11-01,07:45:00,133,23,64,3,12
5808,2019-11-01,08:00:00,32,4,58,6,10
5809,2019-11-01,08:15:00,52,1,68,5,14
5810,2019-11-01,08:30:00,131,3,73,6,16
5811,2019-11-01,08:45:00,300,59,124,5,24
5812,2019-11-01,09:00:00,145,29,96,4,11
5813,2019-11-01,09:15:00,60,8,71,5,8
5814,2019-11-01,09:30:00,102,5,38,2,1
5815,2019-11-01,09:45:00,277,45,91,8,12
5816,2019-11-01,10:00:00,109,7,91,3,12
5817,2019-11-01,10:15:00,107,4,61,5,18
5818,2019-11-01,10:30:00,143,2,39,5,1
5819,2019-11-01,10:45:00,513,54,65,3,10
5820,2019-11-01,11:00:00,144,18,72,2,6
5821,2019-11-01,11:15:00,106,21,41,6,5
5822,2019-11-01,11:30:00,170,20,51,5,9
5823,2019-11-01,11:45:00,550,40,84,5,12
5824,2019-11-01,12:00:00,232,32,79,1,7
5825,2019-11-01,12:15:00,117,9,60,4,3
5826,2019-11-01,12:30:00,209,21,62,1,3
5827,2019-11-01,12:45:00,469,24,80,2,8
5828,2019-11-01,13:00:00,180,29,76,3,9
5829,2019-11-01,13:15:00,137,5,48,3,5
5830,2019-11-01,13:30:00,142,6,50,2,7
5831,2019-11-01,13:45:00,387,37,70,2,8
5832,2019-11-01,14:00:00,144,15,79,3,11
5833,2019-11-01,14:15:00,124,10,50,2,10
5834,2019-11-01,14:30:00,166,30,79,3,14
5835,2019-11-01,14:45:00,261,35,69,3,11
5836,2019-11-01,15:00:00,141,23,82,4,12
5837,2019-11-01,15:15:00,132,25,58,2,11
5838,2019-11-01,15:30:00,102,0,64,4,8
5839,2019-11-01,15:45:00,162,7,84,4,6
5840,2019-11-01,16:00:00,208,31,133,6,6
5841,2019-11-01,16:15:00,174,43,128,8,13
5842,2019-11-01,16:30:00,110,16,150,2,5
5843,2019-11-01,16:45:00,167,32,134,6,11
5844,2019-11-01,17:00:00,117,16,154,7,4
5845,2019-11-01,17:15:00,186,20,142,3,9
5846,2019-11-01,17:30:00,119,16,124,10,10
5847,2019-11-01,17:45:00,111,8,129,10,7
5848,2019-11-01,18:00:00,131,26,117,10,9
5849,2019-11-01,18:15:00,65,4,106,6,4
5850,2019-11-01,18:30:00,62,2,77,5,2
5851,2019-11-01,18:45:00,64,2,68,2,5
5852,2019-11-01,19:00:00,22,0,77,6,4
5853,2019-11-01,19:15:00,75,4,74,5,3
5854,2019-11-01,19:30:00,60,0,72,5,5
5855,2019-11-01,19:45:00,36,0,36,3,2
5856,2019-11-01,20:00:00,15,0,34,2,4
5857,2019-11-01,20:15:00,55,0,34,9,3
5858,2019-11-01,20:30:00,32,3,36,5,0
5859,2019-11-01,20:45:00,24,0,26,3,0
5860,2019-11-01,21:00:00,26,2,51,6,1
5861,2019-11-01,21:15:00,61,0,54,4,0
5862,2019-11-01,21:30:00,109,8,87,5,1
5863,2019-11-01,21:45:00,22,0,35,5,3
5864,2019-11-01,22:00:00,10,0,39,6,1
5865,2019-11-01,22:15:00,26,0,36,3,0
5866,2019-11-01,22:30:00,32,0,27,5,3
5867,2019-11-01,22:45:00,19,0,19,6,1
5868,2019-11-01,23:00:00,31,0,16,4,3
5869,2019-11-01,23:15:00,13,0,15,5,0
5870,2019-11-01,23:30:00,3,0,11,3,0
5871,2019-11-01,23:45:00,11,0,12,6,0
5872,2019-11-02,00:00:00,5,0,32,6,3
5873,2019-11-02,00:15:00,4,0,11,3,1
5874,2019-11-02,00:30:00,6,0,15,3,0
5875,2019-11-02,00:45:00,7,0,5,4,0
5876,2019-11-02,01:00:00,2,0,9,5,0
5877,2019-11-02,01:15:00,7,0,10,3,1
5878,2019-11-02,01:30:00,22,0,4,8,2
5879,2019-11-02,01:45:00,15,0,14,2,2
5880,2019-11-02,02:00:00,8,0,5,6,1
5881,2019-11-02,02:15:00,2,0,9,2,2
5882,2019-11-02,02:30:00,14,0,8,5,1
5883,2019-11-02,02:45:00,11,0,6,1,2
5884,2019-11-02,03:00:00,11,0,9,2,0
5885,2019-11-02,03:15:00,4,0,4,0,0
5886,2019-11-02,03:30:00,5,0,7,0,1
5887,2019-11-02,03:45:00,0,0,2,1,0
5888,2019-11-02,04:00:00,0,0,2,0,1
5889,2019-11-02,04:15:00,0,0,3,0,0
5890,2019-11-02,04:30:00,1,0,2,0,1
5891,2019-11-02,04:45:00,0,0,3,0,0
5892,2019-11-02,05:00:00,0,0,5,0,0
5893,2019-11-02,05:15:00,0,0,5,0,1
5894,2019-11-02,05:30:00,0,0,5,0,1
5895,2019-11-02,05:45:00,0,0,5,0,1
5896,2019-11-02,06:00:00,0,0,1,0,2
5897,2019-11-02,06:15:00,2,0,7,0,0
5898,2019-11-02,06:30:00,3,0,4,0,2
5899,2019-11-02,06:45:00,10,1,19,0,1
5900,2019-11-02,07:00:00,2,1,17,3,2
5901,2019-11-02,07:15:00,4,0,28,0,3
5902,2019-11-02,07:30:00,5,1,33,1,1
5903,2019-11-02,07:45:00,6,1,47,1,13
5904,2019-11-02,08:00:00,7,2,31,1,5
5905,2019-11-02,08:15:00,9,0,59,1,14
5906,2019-11-02,08:30:00,45,5,69,1,10
5907,2019-11-02,08:45:00,53,7,92,2,9
5908,2019-11-02,09:00:00,54,2,114,2,5
5909,2019-11-02,09:15:00,76,3,83,7,6
5910,2019-11-02,09:30:00,53,2,63,2,2
5911,2019-11-02,09:45:00,84,3,74,1,3
5912,2019-11-02,10:00:00,100,1,78,6,5
5913,2019-11-02,10:15:00,154,1,93,1,9
5914,2019-11-02,10:30:00,129,10,112,1,5
5915,2019-11-02,10:45:00,171,21,99,7,3
5916,2019-11-02,11:00:00,212,15,107,9,5
5917,2019-11-02,11:15:00,263,10,103,4,4
5918,2019-11-02,11:30:00,238,21,94,3,2
5919,2019-11-02,11:45:00,228,6,107,7,2
5920,2019-11-02,12:00:00,200,10,145,4,7
5921,2019-11-02,12:15:00,169,4,52,3,0
5922,2019-11-02,12:30:00,149,12,59,3,5
5923,2019-11-02,12:45:00,153,8,56,3,1
5924,2019-11-02,13:00:00,121,4,55,1,1
5925,2019-11-02,13:15:00,131,4,47,2,3
5926,2019-11-02,13:30:00,247,10,61,2,1
5927,2019-11-02,13:45:00,310,8,71,3,8
5928,2019-11-02,14:00:00,243,18,83,4,17
5929,2019-11-02,14:15:00,179,3,56,5,27
5930,2019-11-02,14:30:00,194,19,81,6,15
5931,2019-11-02,14:45:00,245,4,73,3,25
5932,2019-11-02,15:00:00,467,32,114,8,21
5933,2019-11-02,15:15:00,710,9,91,6,42
5934,2019-11-02,15:30:00,325,12,122,11,27
5935,2019-11-02,15:45:00,186,8,146,5,15
5936,2019-11-02,16:00:00,182,12,171,5,10
5937,2019-11-02,16:15:00,148,13,120,3,19
5938,2019-11-02,16:30:00,158,5,112,0,7
5939,2019-11-02,16:45:00,85,10,101,1,1
5940,2019-11-02,17:00:00,102,8,104,3,3
5941,2019-11-02,17:15:00,67,1,101,3,4
5942,2019-11-02,17:30:00,93,22,79,5,0
5943,2019-11-02,17:45:00,52,4,85,4,0
5944,2019-11-02,18:00:00,40,4,64,7,1
5945,2019-11-02,18:15:00,57,0,67,3,1
5946,2019-11-02,18:30:00,40,0,28,4,0
5947,2019-11-02,18:45:00,36,2,20,3,2
5948,2019-11-02,19:00:00,38,0,33,4,2
5949,2019-11-02,19:15:00,19,1,31,3,0
5950,2019-11-02,19:30:00,12,0,21,3,1
5951,2019-11-02,19:45:00,17,0,16,1,0
5952,2019-11-02,20:00:00,13,0,28,3,0
5953,2019-11-02,20:15:00,17,0,23,4,0
5954,2019-11-02,20:30:00,15,0,19,1,1
5955,2019-11-02,20:45:00,19,0,28,4,2
5956,2019-11-02,21:00:00,16,0,26,3,1
5957,2019-11-02,21:15:00,7,0,19,3,0
5958,2019-11-02,21:30:00,21,0,22,3,1
5959,2019-11-02,21:45:00,5,0,22,5,1
5960,2019-11-02,22:00:00,7,0,14,3,1
5961,2019-11-02,22:15:00,3,2,9,3,0
5962,2019-11-02,22:30:00,16,0,17,3,0
5963,2019-11-02,22:45:00,17,0,22,5,0
5964,2019-11-02,23:00:00,14,0,11,4,1
5965,2019-11-02,23:15:00,5,0,9,2,1
5966,2019-11-02,23:30:00,4,0,9,5,0
5967,2019-11-02,23:45:00,17,0,7,2,2
5968,2019-11-03,00:00:00,7,0,3,3,1
5969,2019-11-03,00:15:00,10,0,10,2,3
5970,2019-11-03,00:30:00,8,0,16,1,1
5971,2019-11-03,00:45:00,4,0,4,2,0
5972,2019-11-03,01:00:00,0,0,9,3,1
5973,2019-11-03,01:15:00,10,0,5,1,0
5974,2019-11-03,01:30:00,4,0,9,4,2
5975,2019-11-03,01:45:00,0,0,7,4,0
5976,2019-11-03,02:00:00,7,0,10,3,1
5977,2019-11-03,02:15:00,5,0,4,4,3
5978,2019-11-03,02:30:00,8,0,11,2,1
5979,2019-11-03,02:45:00,3,0,6,3,1
5980,2019-11-03,03:00:00,4,0,3,0,0
5981,2019-11-03,03:15:00,6,0,5,0,0
5982,2019-11-03,03:30:00,4,0,3,1,0
5983,2019-11-03,03:45:00,1,0,1,0,0
5984,2019-11-03,04:00:00,2,0,2,0,1
5985,2019-11-03,04:15:00,0,0,6,1,0
5986,2019-11-03,04:30:00,0,0,6,0,0
5987,2019-11-03,04:45:00,0,0,0,0,0
5988,2019-11-03,05:00:00,2,0,0,0,0
5989,2019-11-03,05:15:00,0,0,1,1,0
5990,2019-11-03,05:30:00,0,0,1,0,0
5991,2019-11-03,05:45:00,0,0,0,0,1
5992,2019-11-03,06:00:00,1,0,0,0,0
5993,2019-11-03,06:15:00,0,0,0,0,1
5994,2019-11-03,06:30:00,1,0,0,1,0
5995,2019-11-03,06:45:00,1,0,0,0,0
5996,2019-11-03,07:00:00,0,0,2,0,0
5997,2019-11-03,07:15:00,0,0,3,0,1
5998,2019-11-03,07:30:00,2,0,3,0,1
5999,2019-11-03,07:45:00,0,0,11,0,4
6000,2019-11-03,08:00:00,2,2,11,0,4
6001,2019-11-03,08:15:00,1,0,6,0,2
6002,2019-11-03,08:30:00,6,0,10,1,3
6003,2019-11-03,08:45:00,8,0,8,0,1
6004,2019-11-03,09:00:00,3,0,12,0,1
6005,2019-11-03,09:15:00,4,0,17,0,2
6006,2019-11-03,09:30:00,10,0,6,3,0
6007,2019-11-03,09:45:00,6,0,3,0,0
6008,2019-11-03,10:00:00,6,0,11,0,1
6009,2019-11-03,10:15:00,13,0,16,1,1
6010,2019-11-03,10:30:00,13,0,19,0,1
6011,2019-11-03,10:45:00,13,5,17,1,3
6012,2019-11-03,11:00:00,15,3,19,0,0
6013,2019-11-03,11:15:00,22,2,12,1,0
6014,2019-11-03,11:30:00,60,6,24,2,0
6015,2019-11-03,11:45:00,38,6,31,2,0
6016,2019-11-03,12:00:00,52,0,42,1,0
6017,2019-11-03,12:15:00,21,2,28,4,1
6018,2019-11-03,12:30:00,22,0,36,0,3
6019,2019-11-03,12:45:00,27,2,41,2,0
6020,2019-11-03,13:00:00,31,0,33,1,0
6021,2019-11-03,13:15:00,38,1,50,2,1
6022,2019-11-03,13:30:00,32,3,43,2,2
6023,2019-11-03,13:45:00,8,2,44,1,1
6024,2019-11-03,14:00:00,23,6,42,3,3
6025,2019-11-03,14:15:00,19,2,44,2,0
6026,2019-11-03,14:30:00,24,0,30,3,0
6027,2019-11-03,14:45:00,18,0,46,2,2
6028,2019-11-03,15:00:00,14,0,56,4,1
6029,2019-11-03,15:15:00,19,0,36,2,2
6030,2019-11-03,15:30:00,10,0,52,1,3
6031,2019-11-03,15:45:00,15,0,35,3,3
6032,2019-11-03,16:00:00,20,2,60,1,2
6033,2019-11-03,16:15:00,32,1,56,2,2
6034,2019-11-03,16:30:00,23,0,35,4,3
6035,2019-11-03,16:45:00,47,11,49,1,3
6036,2019-11-03,17:00:00,44,1,49,3,1
6037,2019-11-03,17:15:00,35,1,68,1,0
6038,2019-11-03,17:30:00,52,16,71,2,0
6039,2019-11-03,17:45:00,67,4,69,3,1
6040,2019-11-03,18:00:00,56,9,80,2,0
6041,2019-11-03,18:15:00,25,0,49,2,0
6042,2019-11-03,18:30:00,13,0,39,3,1
6043,2019-11-03,18:45:00,11,0,33,3,1
6044,2019-11-03,19:00:00,19,0,24,2,1
6045,2019-11-03,19:15:00,17,5,16,3,1
6046,2019-11-03,19:30:00,22,0,26,2,2
6047,2019-11-03,19:45:00,13,0,34,4,1
6048,2019-11-03,20:00:00,11,1,20,3,1
6049,2019-11-03,20:15:00,15,3,21,3,0
6050,2019-11-03,20:30:00,13,0,19,2,0
6051,2019-11-03,20:45:00,31,0,26,3,1
6052,2019-11-03,21:00:00,9,0,27,6,3
6053,2019-11-03,21:15:00,9,0,22,4,0
6054,2019-11-03,21:30:00,8,2,25,3,1
6055,2019-11-03,21:45:00,3,0,16,4,0
6056,2019-11-03,22:00:00,12,0,23,5,4
6057,2019-11-03,22:15:00,7,0,27,3,4
6058,2019-11-03,22:30:00,3,0,17,4,2
6059,2019-11-03,22:45:00,5,0,17,4,1
6060,2019-11-03,23:00:00,6,0,14,4,0
6061,2019-11-03,23:15:00,4,0,13,4,1
6062,2019-11-03,23:30:00,3,0,20,3,0
6063,2019-11-03,23:45:00,3,0,5,3,1
6064,2019-11-04,00:00:00,2,0,13,2,1
6065,2019-11-04,00:15:00,4,0,6,4,0
6066,2019-11-04,00:30:00,0,0,8,4,1
6067,2019-11-04,00:45:00,3,0,9,2,3
6068,2019-11-04,01:00:00,1,0,4,3,1
6069,2019-11-04,01:15:00,1,0,9,4,0
6070,2019-11-04,01:30:00,5,0,3,3,1
6071,2019-11-04,01:45:00,0,0,2,3,1
6072,2019-11-04,02:00:00,0,0,3,2,1
6073,2019-11-04,02:15:00,2,0,6,3,0
6074,2019-11-04,02:30:00,0,0,2,0,0
6075,2019-11-04,02:45:00,0,0,2,2,1
6076,2019-11-04,03:00:00,0,0,2,2,0
6077,2019-11-04,03:15:00,0,0,2,3,1
6078,2019-11-04,03:30:00,0,0,0,0,1
6079,2019-11-04,03:45:00,0,0,3,2,0
6080,2019-11-04,04:00:00,0,0,0,3,0
6081,2019-11-04,04:15:00,1,1,4,0,1
6082,2019-11-04,04:30:00,3,0,3,0,0
6083,2019-11-04,04:45:00,1,0,5,1,0
6084,2019-11-04,05:00:00,0,0,1,0,0
6085,2019-11-04,05:15:00,0,0,2,0,1
6086,2019-11-04,05:30:00,0,0,3,0,0
6087,2019-11-04,05:45:00,0,0,2,0,0
6088,2019-11-04,06:00:00,1,0,1,0,0
6089,2019-11-04,06:15:00,0,0,4,0,1
6090,2019-11-04,06:30:00,0,0,5,1,1
6091,2019-11-04,06:45:00,1,0,9,1,2
6092,2019-11-04,07:00:00,1,0,9,1,2
6093,2019-11-04,07:15:00,0,0,10,1,5
6094,2019-11-04,07:30:00,7,0,14,3,1
6095,2019-11-04,07:45:00,8,3,37,5,13
6096,2019-11-04,08:00:00,16,0,48,2,12
6097,2019-11-04,08:15:00,22,8,41,7,11
6098,2019-11-04,08:30:00,78,18,73,3,14
6099,2019-11-04,08:45:00,210,16,81,1,11
6100,2019-11-04,09:00:00,51,5,62,5,11
6101,2019-11-04,09:15:00,47,9,47,5,11
6102,2019-11-04,09:30:00,71,5,32,4,3
6103,2019-11-04,09:45:00,240,31,69,6,9
6104,2019-11-04,10:00:00,69,22,60,2,7
6105,2019-11-04,10:15:00,86,1,67,3,12
6106,2019-11-04,10:30:00,106,7,44,2,3
6107,2019-11-04,10:45:00,461,55,93,3,4
6108,2019-11-04,11:00:00,115,11,45,3,5
6109,2019-11-04,11:15:00,79,11,57,5,22
6110,2019-11-04,11:30:00,168,11,53,1,8
6111,2019-11-04,11:45:00,528,32,46,3,8
6112,2019-11-04,12:00:00,167,9,62,4,15
6113,2019-11-04,12:15:00,117,9,35,2,8
6114,2019-11-04,12:30:00,198,5,35,4,9
6115,2019-11-04,12:45:00,724,65,48,2,9
6116,2019-11-04,13:00:00,251,27,49,1,11
6117,2019-11-04,13:15:00,139,5,40,2,10
6118,2019-11-04,13:30:00,170,10,59,3,6
6119,2019-11-04,13:45:00,576,70,64,3,15
6120,2019-11-04,14:00:00,202,24,55,7,16
6121,2019-11-04,14:15:00,106,5,32,1,11
6122,2019-11-04,14:30:00,184,36,54,4,12
6123,2019-11-04,14:45:00,593,84,58,3,15
6124,2019-11-04,15:00:00,146,18,60,3,17
6125,2019-11-04,15:15:00,115,11,37,4,9
6126,2019-11-04,15:30:00,146,4,52,3,9
6127,2019-11-04,15:45:00,428,37,56,5,19
6128,2019-11-04,16:00:00,186,30,55,3,5
6129,2019-11-04,16:15:00,221,30,80,4,8
6130,2019-11-04,16:30:00,195,15,87,3,10
6131,2019-11-04,16:45:00,364,25,101,6,12
6132,2019-11-04,17:00:00,269,23,126,5,9
6133,2019-11-04,17:15:00,204,35,95,5,6
6134,2019-11-04,17:30:00,179,20,118,3,9
6135,2019-11-04,17:45:00,389,35,114,4,3
6136,2019-11-04,18:00:00,182,13,129,4,1
6137,2019-11-04,18:15:00,145,4,85,4,2
6138,2019-11-04,18:30:00,80,5,54,1,4
6139,2019-11-04,18:45:00,119,5,58,2,0
6140,2019-11-04,19:00:00,106,1,61,5,3
6141,2019-11-04,19:15:00,93,10,52,3,1
6142,2019-11-04,19:30:00,62,2,47,3,0
6143,2019-11-04,19:45:00,89,4,51,4,1
6144,2019-11-04,20:00:00,78,1,70,6,3
6145,2019-11-04,20:15:00,54,0,38,2,0
6146,2019-11-04,20:30:00,27,0,37,1,2
6147,2019-11-04,20:45:00,25,1,39,3,1
6148,2019-11-04,21:00:00,23,0,34,3,0
6149,2019-11-04,21:15:00,27,4,30,4,1
6150,2019-11-04,21:30:00,51,3,30,3,0
6151,2019-11-04,21:45:00,28,0,19,3,0
6152,2019-11-04,22:00:00,29,0,14,4,0
6153,2019-11-04,22:15:00,11,0,24,2,0
6154,2019-11-04,22:30:00,10,0,18,3,1
6155,2019-11-04,22:45:00,29,0,20,4,0
6156,2019-11-04,23:00:00,6,0,14,3,2
6157,2019-11-04,23:15:00,4,0,30,1,0
6158,2019-11-04,23:30:00,8,0,12,1,1
6159,2019-11-04,23:45:00,3,0,7,2,0
6160,2019-11-05,00:00:00,9,0,17,2,0
6161,2019-11-05,00:15:00,12,0,11,3,1
6162,2019-11-05,00:30:00,8,0,8,4,0
6163,2019-11-05,00:45:00,5,0,6,2,1
6164,2019-11-05,01:00:00,6,0,9,4,0
6165,2019-11-05,01:15:00,0,0,9,3,3
6166,2019-11-05,01:30:00,0,0,1,2,0
6167,2019-11-05,01:45:00,0,0,3,4,0
6168,2019-11-05,02:00:00,0,0,1,2,0
6169,2019-11-05,02:15:00,2,1,2,1,0
6170,2019-11-05,02:30:00,2,0,5,1,0
6171,2019-11-05,02:45:00,0,0,0,2,0
6172,2019-11-05,03:00:00,2,0,0,0,0
6173,2019-11-05,03:15:00,1,0,1,2,0
6174,2019-11-05,03:30:00,3,0,1,1,0
6175,2019-11-05,03:45:00,0,0,0,3,0
6176,2019-11-05,04:00:00,0,0,3,1,0
6177,2019-11-05,04:15:00,3,0,1,0,1
6178,2019-11-05,04:30:00,1,0,5,0,0
6179,2019-11-05,04:45:00,0,0,6,0,1
6180,2019-11-05,05:00:00,0,0,2,0,0
6181,2019-11-05,05:15:00,0,0,3,2,2
6182,2019-11-05,05:30:00,0,0,3,1,1
6183,2019-11-05,05:45:00,0,0,2,0,0
6184,2019-11-05,06:00:00,0,0,4,0,0
6185,2019-11-05,06:15:00,0,0,0,1,1
6186,2019-11-05,06:30:00,2,0,7,0,0
6187,2019-11-05,06:45:00,1,0,7,1,2
6188,2019-11-05,07:00:00,2,0,11,1,1
6189,2019-11-05,07:15:00,2,0,14,4,3
6190,2019-11-05,07:30:00,4,0,18,4,5
6191,2019-11-05,07:45:00,11,2,39,4,6
6192,2019-11-05,08:00:00,29,3,48,4,14
6193,2019-11-05,08:15:00,15,2,43,2,9
6194,2019-11-05,08:30:00,73,9,33,3,9
6195,2019-11-05,08:45:00,205,18,88,4,14
6196,2019-11-05,09:00:00,98,21,57,5,17
6197,2019-11-05,09:15:00,58,9,64,3,13
6198,2019-11-05,09:30:00,59,5,51,8,13
6199,2019-11-05,09:45:00,177,16,71,11,18
6200,2019-11-05,10:00:00,122,14,71,3,14
6201,2019-11-05,10:15:00,467,75,107,9,14
6202,2019-11-05,10:30:00,230,26,99,3,10
6203,2019-11-05,10:45:00,220,18,89,1,17
6204,2019-11-05,11:00:00,131,16,69,3,14
6205,2019-11-05,11:15:00,176,4,74,6,22
6206,2019-11-05,11:30:00,331,47,71,5,13
6207,2019-11-05,11:45:00,731,81,120,9,25
6208,2019-11-05,12:00:00,188,30,134,8,21
6209,2019-11-05,12:15:00,116,3,45,2,8
6210,2019-11-05,12:30:00,130,17,57,3,10
6211,2019-11-05,12:45:00,335,26,65,5,14
6212,2019-11-05,13:00:00,359,32,73,3,10
6213,2019-11-05,13:15:00,575,54,120,7,26
6214,2019-11-05,13:30:00,214,6,107,6,19
6215,2019-11-05,13:45:00,313,32,60,4,9
6216,2019-11-05,14:00:00,169,28,71,7,8
6217,2019-11-05,14:15:00,194,7,59,1,10
6218,2019-11-05,14:30:00,370,33,70,4,13
6219,2019-11-05,14:45:00,801,103,102,5,14
6220,2019-11-05,15:00:00,163,8,80,6,14
6221,2019-11-05,15:15:00,86,8,41,2,13
6222,2019-11-05,15:30:00,108,5,42,4,6
6223,2019-11-05,15:45:00,237,20,69,2,14
6224,2019-11-05,16:00:00,292,21,90,4,16
6225,2019-11-05,16:15:00,492,46,105,5,22
6226,2019-11-05,16:30:00,212,37,117,3,17
6227,2019-11-05,16:45:00,265,14,101,5,4
6228,2019-11-05,17:00:00,168,17,128,2,9
6229,2019-11-05,17:15:00,210,12,129,5,8
6230,2019-11-05,17:30:00,197,20,149,6,6
6231,2019-11-05,17:45:00,354,54,184,5,8
6232,2019-11-05,18:00:00,184,12,203,10,16
6233,2019-11-05,18:15:00,128,8,163,4,12
6234,2019-11-05,18:30:00,104,8,100,3,6
6235,2019-11-05,18:45:00,119,12,62,4,1
6236,2019-11-05,19:00:00,119,18,94,6,7
6237,2019-11-05,19:15:00,110,5,88,8,7
6238,2019-11-05,19:30:00,118,0,73,5,4
6239,2019-11-05,19:45:00,154,3,82,4,15
6240,2019-11-05,20:00:00,181,1,89,6,12
6241,2019-11-05,20:15:00,117,5,79,8,6
6242,2019-11-05,20:30:00,63,8,39,5,7
6243,2019-11-05,20:45:00,63,3,40,8,5
6244,2019-11-05,21:00:00,50,0,26,4,4
6245,2019-11-05,21:15:00,44,1,26,5,0
6246,2019-11-05,21:30:00,26,2,40,5,1
6247,2019-11-05,21:45:00,63,1,26,7,4
6248,2019-11-05,22:00:00,67,5,63,2,2
6249,2019-11-05,22:15:00,98,2,126,3,11
6250,2019-11-05,22:30:00,74,0,115,7,35
6251,2019-11-05,22:45:00,39,0,41,5,4
6252,2019-11-05,23:00:00,24,2,39,4,0
6253,2019-11-05,23:15:00,5,0,13,2,3
6254,2019-11-05,23:30:00,5,0,14,1,0
6255,2019-11-05,23:45:00,8,0,15,4,0
6256,2019-11-06,00:00:00,12,0,10,3,0
6257,2019-11-06,00:15:00,6,0,13,4,0
6258,2019-11-06,00:30:00,11,0,11,3,1
6259,2019-11-06,00:45:00,0,0,9,5,0
6260,2019-11-06,01:00:00,4,0,11,2,0
6261,2019-11-06,01:15:00,2,0,7,4,2
6262,2019-11-06,01:30:00,1,0,5,4,0
6263,2019-11-06,01:45:00,2,0,7,3,2
6264,2019-11-06,02:00:00,2,0,1,4,0
6265,2019-11-06,02:15:00,1,0,8,2,0
6266,2019-11-06,02:30:00,0,0,2,1,0
6267,2019-11-06,02:45:00,3,0,2,2,0
6268,2019-11-06,03:00:00,2,0,3,2,0
6269,2019-11-06,03:15:00,0,0,1,3,0
6270,2019-11-06,03:30:00,0,0,3,1,0
6271,2019-11-06,03:45:00,0,0,1,1,0
6272,2019-11-06,04:00:00,0,0,0,1,0
6273,2019-11-06,04:15:00,0,0,0,0,0
6274,2019-11-06,04:30:00,1,0,3,0,0
6275,2019-11-06,04:45:00,0,0,2,0,1
6276,2019-11-06,05:00:00,0,0,1,0,0
6277,2019-11-06,05:15:00,0,0,1,0,1
6278,2019-11-06,05:30:00,0,0,1,0,0
6279,2019-11-06,05:45:00,3,0,0,0,0
6280,2019-11-06,06:00:00,1,0,1,0,0
6281,2019-11-06,06:15:00,0,0,6,0,2
6282,2019-11-06,06:30:00,2,0,6,1,1
6283,2019-11-06,06:45:00,3,0,5,0,2
6284,2019-11-06,07:00:00,1,0,7,0,1
6285,2019-11-06,07:15:00,2,0,16,1,4
6286,2019-11-06,07:30:00,5,0,25,3,7
6287,2019-11-06,07:45:00,10,3,36,1,6
6288,2019-11-06,08:00:00,14,3,59,7,9
6289,2019-11-06,08:15:00,20,3,51,6,8
6290,2019-11-06,08:30:00,61,3,49,4,9
6291,2019-11-06,08:45:00,195,16,79,3,15
6292,2019-11-06,09:00:00,76,6,68,4,12
6293,2019-11-06,09:15:00,46,8,51,3,7
6294,2019-11-06,09:30:00,89,13,43,3,4
6295,2019-11-06,09:45:00,250,20,81,10,17
6296,2019-11-06,10:00:00,66,21,60,2,10
6297,2019-11-06,10:15:00,85,6,39,1,15
6298,2019-11-06,10:30:00,94,3,39,0,4
6299,2019-11-06,10:45:00,387,42,70,2,6
6300,2019-11-06,11:00:00,123,19,47,3,3
6301,2019-11-06,11:15:00,69,2,30,1,9
6302,2019-11-06,11:30:00,124,6,35,2,3
6303,2019-11-06,11:45:00,463,71,55,5,5
6304,2019-11-06,12:00:00,147,19,52,2,4
6305,2019-11-06,12:15:00,113,6,57,2,10
6306,2019-11-06,12:30:00,167,9,60,4,6
6307,2019-11-06,12:45:00,615,58,64,4,8
6308,2019-11-06,13:00:00,197,29,38,1,5
6309,2019-11-06,13:15:00,139,12,47,4,12
6310,2019-11-06,13:30:00,197,9,70,3,5
6311,2019-11-06,13:45:00,569,24,46,1,14
6312,2019-11-06,14:00:00,170,7,75,5,15
6313,2019-11-06,14:15:00,136,11,53,3,12
6314,2019-11-06,14:30:00,131,6,53,5,9
6315,2019-11-06,14:45:00,485,39,50,3,7
6316,2019-11-06,15:00:00,109,23,54,3,8
6317,2019-11-06,15:15:00,88,7,47,4,9
6318,2019-11-06,15:30:00,101,3,48,4,12
6319,2019-11-06,15:45:00,333,56,81,5,16
6320,2019-11-06,16:00:00,116,14,80,6,6
6321,2019-11-06,16:15:00,225,42,86,4,7
6322,2019-11-06,16:30:00,164,11,81,5,10
6323,2019-11-06,16:45:00,386,37,111,3,7
6324,2019-11-06,17:00:00,197,13,143,7,10
6325,2019-11-06,17:15:00,158,32,109,4,3
6326,2019-11-06,17:30:00,156,13,121,6,4
6327,2019-11-06,17:45:00,365,47,124,4,10
6328,2019-11-06,18:00:00,220,7,108,4,3
6329,2019-11-06,18:15:00,124,5,98,6,3
6330,2019-11-06,18:30:00,124,11,76,0,0
